IncidntNum,Category,Descript,DayOfWeek,Date,Time,Resolution,Address
30414841,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,04/09/2003,01:46,"ARREST, BOOKED",300 Block of ELLIS ST
71100502,ASSAULT,THREATS AGAINST LIFE,Friday,10/26/2007,18:10,"ARREST, BOOKED",1100 Block of TURK ST
111001103,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,12/15/2011,01:55,"ARREST, CITED",300 Block of CLEMENT ST
51188437,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Friday,10/21/2005,00:41,"ARREST, BOOKED",MOUNT VERNON AV / HOWTH ST
90587814,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,06/08/2009,07:01,"ARREST, BOOKED",ELLIS ST / LEAVENWORTH ST
76029571,NON-CRIMINAL,LOST PROPERTY,Monday,04/30/2007,16:30,NONE,6TH ST / FOLSOM ST
101024717,NON-CRIMINAL,LOST PROPERTY,Saturday,10/30/2010,13:30,NONE,0 Block of NEWMONTGOMERY ST
120712547,ASSAULT,THREATENING PHONE CALL(S),Thursday,09/06/2012,00:30,NONE,900 Block of ALABAMA ST
31276262,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,10/30/2003,13:00,NONE,100 Block of SOUTH PARK AV
60738417,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,07/12/2006,17:45,"ARREST, BOOKED",1300 Block of WEBSTER ST
71121570,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,11/01/2007,07:00,"ARREST, BOOKED",UNDERWOOD AV / INGALLS ST
90927038,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,09/08/2009,21:00,NONE,0 Block of KELLOCH AV
70034039,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,01/09/2007,18:30,NONE,BEAVER ST / CASTRO ST
60649046,NON-CRIMINAL,LOST PROPERTY,Saturday,06/17/2006,16:00,NONE,0 Block of DRUMM ST
60096594,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,01/25/2006,21:27,"ARREST, BOOKED",5200 Block of DIAMONDHEIGHTS BL
71119826,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,11/01/2007,06:30,PSYCHOPATHIC CASE,0 Block of OTSEGO AV
120077943,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,01/28/2012,14:15,"ARREST, CITED",200 Block of 6TH ST
31399842,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Sunday,11/30/2003,09:00,UNFOUNDED,OAK ST / CENTRAL AV
60930259,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Thursday,08/31/2006,15:50,"ARREST, BOOKED",1200 Block of VANNESS AV
60555681,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,05/25/2006,08:00,NONE,3400 Block of 19TH ST
40434425,BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Thursday,04/15/2004,08:00,NONE,100 Block of SUTTER ST
60617877,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,06/10/2006,18:10,NONE,1000 Block of FOLSOM ST
60615780,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,06/10/2006,16:30,"ARREST, CITED",FLORIDA ST / 22ND ST
110152549,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Monday,02/21/2011,01:36,NONE,3500 Block of 18TH ST
60048686,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,01/12/2006,23:00,NONE,500 Block of KANSAS ST
71198892,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,11/22/2007,09:30,NONE,400 Block of OFARRELL ST
91223247,ASSAULT,THREATS AGAINST LIFE,Thursday,11/19/2009,11:08,NONE,3200 Block of GEARY BL
30824137,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,07/10/2003,23:36,"ARREST, BOOKED",100 Block of BROOKDALE AV
100752240,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,08/16/2010,18:50,"ARREST, BOOKED",6TH ST / MARKET ST
31363518,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,11/20/2003,07:15,NONE,ORDWAY ST / SOMERSET ST
71199276,TRESPASS,TRESPASSING,Friday,11/23/2007,08:55,"ARREST, BOOKED",1000 Block of GRIFFITH ST
120270379,NON-CRIMINAL,CASE CLOSURE,Friday,03/30/2012,12:00,LOCATED,800 Block of BRYANT ST
130248673,ASSAULT,BATTERY,Tuesday,03/26/2013,06:35,NONE,0 Block of MAIN ST
60135960,MISSING PERSON,MISSING ADULT,Saturday,02/04/2006,12:30,LOCATED,600 Block of WEBSTER ST
60437926,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,04/24/2006,21:40,NONE,200 Block of PENINSULA AV
130809639,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,07/02/2013,19:00,NONE,700 Block of FLORIDA ST
120756169,ASSAULT,FALSE IMPRISONMENT,Sunday,05/13/2012,00:01,NONE,0 Block of BORICA ST
71107730,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,10/29/2007,00:13,"ARREST, BOOKED",SILVER AV / BAY SHORE BL
50685812,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,06/18/2005,13:00,"ARREST, BOOKED",200 Block of FAXON AV
70128438,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,02/04/2007,21:00,NONE,JESSIE ST / 6TH ST
130636874,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,08/02/2013,11:00,NONE,0 Block of UNITEDNATIONS PZ
30152477,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Thursday,01/30/2003,12:00,NONE,1500 Block of DAVIDSON AV
50498267,TRESPASS,TRESPASSING,Wednesday,05/04/2005,20:30,"ARREST, BOOKED",4900 Block of MISSION ST
70568248,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,06/05/2007,11:50,"ARREST, CITED",UNIVERSITY ST / SILVER AV
40892914,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,08/05/2004,21:45,NONE,GROVE ST / LARKIN ST
111031724,NON-CRIMINAL,AIDED CASE,Monday,12/26/2011,19:14,NONE,600 Block of BRODERICK ST
30986953,OTHER OFFENSES,RESISTING ARREST,Wednesday,08/20/2003,23:23,"ARREST, BOOKED",CASTRO ST / MARKET ST
30270580,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,02/14/2003,18:30,NONE,MISSION ST / 8TH ST
130181045,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Friday,03/01/2013,21:00,NONE,1500 Block of SUNNYDALE AV
70080991,ASSAULT,THREATS AGAINST LIFE,Monday,01/22/2007,08:30,NONE,100 Block of 6TH ST
121039699,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,12/26/2012,08:05,NONE,200 Block of 14TH AV
80546347,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Saturday,05/24/2008,03:15,NONE,2300 Block of FILBERT ST
30313958,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,03/14/2003,21:30,NONE,0 Block of LOCKSLEY AV
100149045,VEHICLE THEFT,STOLEN TRUCK,Saturday,02/13/2010,21:00,NONE,1800 Block of 32ND AV
136166265,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,09/11/2013,12:00,NONE,THE EMBARCADEROSOUTH ST / BRYANT ST
51339715,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Monday,11/28/2005,09:15,"ARREST, BOOKED",1800 Block of OCEAN AV
100534060,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,06/09/2010,13:59,"ARREST, BOOKED",700 Block of STANYAN ST
130978795,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,11/18/2013,16:45,NONE,800 Block of HYDE ST
90017162,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,01/06/2009,02:10,NONE,1300 Block of PAGE ST
90684959,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,07/02/2009,22:00,NONE,FILBERT ST / JONES ST
100973866,MISSING PERSON,FOUND PERSON,Tuesday,10/19/2010,10:00,LOCATED,3800 Block of CALIFORNIA ST
30018330,ASSAULT,BATTERY,Sunday,01/05/2003,17:15,NONE,300 Block of GROVE ST
130984178,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,11/20/2013,17:10,"ARREST, BOOKED",0 Block of TURK ST
60899796,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,08/23/2006,23:20,NONE,1900 Block of GOLDEN GATE AV
41349962,BURGLARY,SAFE BURGLARY OF A RESIDENCE,Wednesday,11/24/2004,17:00,NONE,1600 Block of KIRKWOOD AV
51199785,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,10/24/2005,10:37,"ARREST, BOOKED",6TH ST / HARRISON ST
60589044,NON-CRIMINAL,"DEATH REPORT, NATURAL CAUSES",Saturday,06/03/2006,16:00,NONE,1800 Block of GROVE ST
136036000,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/11/2013,05:30,NONE,16TH ST / CAPP ST
31241033,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,10/21/2003,19:00,NONE,23RD ST / HARRISON ST
31341774,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,11/15/2003,03:00,NONE,1400 Block of 28TH AV
40311243,WARRANTS,WARRANT ARREST,Wednesday,03/17/2004,09:55,"ARREST, BOOKED",100 Block of SUTTER ST
90380624,ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Saturday,04/11/2009,22:24,NONE,1000 Block of MISSION ST
110943586,NON-CRIMINAL,LOST PROPERTY,Sunday,11/20/2011,18:00,NONE,200 Block of INTERSTATE80 HY
51312062,FORGERY/COUNTERFEITING,"CHECKS, MAKE OR PASS FICTITIOUS",Sunday,11/20/2005,18:00,DISTRICT ATTORNEY REFUSES TO PROSECUTE,1000 Block of MARKET ST
130769334,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,09/13/2013,11:40,NONE,LEAVENWORTH ST / GOLDEN GATE AV
60692647,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,06/27/2006,15:00,NONE,1800 Block of BUCHANAN ST
31046366,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS WITH BB GUN",Wednesday,09/03/2003,22:30,NONE,600 Block of ELLIS ST
50277306,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Friday,03/11/2005,06:30,NONE,2000 Block of SAN JOSE AV
80258570,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,03/10/2008,23:24,"ARREST, BOOKED",700 Block of ELLIS ST
40535681,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,05/08/2004,11:00,NONE,900 Block of GENEVA AV
100215856,TRESPASS,TRESPASSING,Saturday,03/06/2010,10:24,"ARREST, CITED",2000 Block of MARKET ST
70767127,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Sunday,07/29/2007,14:30,"ARREST, BOOKED",200 Block of TURK ST
90373936,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,04/09/2009,22:53,NONE,SCOTT ST / OFARRELL ST
81363972,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,12/22/2008,19:00,NONE,FILBERT ST / PIERCE ST
130640013,WARRANTS,WARRANT ARREST,Saturday,08/03/2013,10:48,"ARREST, BOOKED",0 Block of MARINA BL
130677276,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,08/15/2013,04:42,NONE,200 Block of KANSAS ST
76078368,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,10/19/2007,23:30,NONE,1300 Block of GRANT AV
80034875,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,01/10/2008,18:25,NONE,1500 Block of GALVEZ AV
41235355,LARCENY/THEFT,PETTY THEFT BICYCLE,Thursday,10/28/2004,19:30,NONE,100 Block of 4TH ST
130784003,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,09/17/2013,21:30,"ARREST, BOOKED",ALEMANY BL / SANTAROSA AV
80961002,MISSING PERSON,FOUND PERSON,Wednesday,09/10/2008,18:17,LOCATED,HAIGHT ST / COLE ST
90710601,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Monday,07/13/2009,01:41,"ARREST, BOOKED",1500 Block of VANNESS AV
60907690,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,08/25/2006,20:45,"ARREST, BOOKED",1800 Block of WEBSTER ST
40885878,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,08/03/2004,17:30,NONE,0 Block of VICTORIA ST
70048886,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,01/13/2007,21:00,NONE,800 Block of BRYANT ST
100821685,WARRANTS,ENROUTE TO PAROLE OFFICER,Sunday,09/05/2010,21:11,"ARREST, BOOKED",200 Block of VANNESS AV
70589846,EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",Monday,06/11/2007,14:00,NONE,0 Block of GRANT AV
126185479,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,11/11/2012,17:00,NONE,800 Block of YORK ST
70059219,ASSAULT,THREATS AGAINST LIFE,Monday,01/15/2007,10:00,NONE,1800 Block of SACRAMENTO ST
130097276,NON-CRIMINAL,CASE CLOSURE,Sunday,02/03/2013,14:20,"ARREST, BOOKED",2400 Block of SAN BRUNO AV
100950977,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,10/12/2010,15:00,NONE,26TH ST / YORK ST
110280601,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Wednesday,04/06/2011,16:01,"ARREST, BOOKED",CARL ST / COLE ST
116062304,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,04/26/2011,00:01,NONE,AUSTIN ST / GOUGH ST
120368532,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,05/08/2012,18:00,NONE,500 Block of ANZA ST
90206428,WARRANTS,WARRANT ARREST,Wednesday,02/25/2009,18:00,"ARREST, BOOKED",3100 Block of 22ND ST
40769460,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,07/06/2004,15:55,NONE,700 Block of BAY ST
70966943,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,09/20/2007,15:30,NONE,3500 Block of JENNINGS ST
50492366,NON-CRIMINAL,LOST PROPERTY,Friday,04/15/2005,07:00,NONE,VISITACION AV / SAWYER ST
90676752,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,07/02/2009,15:15,NONE,BRYANT ST / 5TH ST
130948936,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Friday,11/08/2013,17:00,"ARREST, BOOKED",1500 Block of HAIGHT ST
51115173,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,10/03/2005,22:40,"ARREST, BOOKED",LOMBARD ST / PIERCE ST
120486247,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,06/20/2012,19:25,NONE,3000 Block of 22ND ST
120001726,LARCENY/THEFT,GRAND THEFT BICYCLE,Sunday,01/01/2012,13:33,NONE,2300 Block of FULTON ST
31101249,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,09/18/2003,07:58,"ARREST, CITED",2200 Block of HARRISON ST
90832904,NON-CRIMINAL,AIDED CASE,Saturday,08/15/2009,13:00,PSYCHOPATHIC CASE,VANNESS AV / POST ST
126004255,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,01/03/2012,20:30,NONE,2200 Block of CHESTNUT ST
136083120,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,05/05/2013,22:00,NONE,600 Block of 17TH AV
50502830,ASSAULT,BATTERY,Thursday,05/05/2005,00:30,NONE,600 Block of GREEN ST
60067288,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Wednesday,01/18/2006,14:00,"ARREST, BOOKED",800 Block of HOWARD ST
50074798,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,01/19/2005,18:00,NONE,600 Block of GRANDVIEW AV
100373385,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,04/22/2010,20:00,NONE,800 Block of BRYANT ST
31493604,ROBBERY,ROBBERY OF A RESIDENCE WITH A KNIFE,Thursday,12/25/2003,12:27,"ARREST, BOOKED",3000 Block of 16TH ST
51465263,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Saturday,12/31/2005,14:33,NONE,0 Block of MADERA ST
110674286,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Saturday,08/20/2011,20:58,NONE,800 Block of MARKET ST
100408415,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,04/30/2010,21:00,NONE,400 Block of MASON ST
76033685,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,05/18/2007,17:30,NONE,FRANKLIN ST / POST ST
90439077,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Monday,04/27/2009,12:25,NONE,700 Block of OAK ST
120486548,ROBBERY,"ROBBERY, BODILY FORCE",Thursday,06/21/2012,02:40,NONE,100 Block of ELLIS ST
120721758,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,09/08/2012,17:00,NONE,800 Block of CHESTNUT ST
50727016,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Wednesday,06/29/2005,14:00,"ARREST, BOOKED",3200 Block of 20TH AV
90680515,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,07/04/2009,12:26,PSYCHOPATHIC CASE,0 Block of GENEVA AV
70087129,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,01/24/2007,13:18,NONE,300 Block of FELL ST
60994346,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,09/15/2006,20:00,NONE,48TH AV / LAWTON ST
50714728,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,06/24/2005,22:40,NONE,FRANKLIN ST / POST ST
70521973,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,05/22/2007,22:07,NONE,1200 Block of SOUTH VAN NESS AV
61088128,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,10/10/2006,23:20,"ARREST, CITED",EVANS AV / MENDELL ST
40748834,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,07/01/2004,10:45,NONE,900 Block of GOLDEN GATE AV
100819442,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Sunday,09/05/2010,07:50,NONE,2100 Block of ORTEGA ST
80000763,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,12/31/2007,23:15,NONE,800 Block of BRYANT ST
110394133,LIQUOR LAWS,SELL OR FURNISH ALCOHOL TO INTOXICATED PERSON,Sunday,05/15/2011,12:30,EXCEPTIONAL CLEARANCE,500 Block of DIVISADERO ST
120790101,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,10/01/2012,18:30,NONE,POWELL ST / MARKET ST
90141084,VEHICLE THEFT,STOLEN TRUCK,Saturday,02/07/2009,23:00,NONE,3400 Block of FULTON ST
50081903,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,01/21/2005,22:01,"ARREST, CITED",0 Block of OSCEOLA LN
50092778,NON-CRIMINAL,AIDED CASE,Monday,01/24/2005,19:58,NONE,500 Block of PLYMOUTH AV
126149306,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,10/01/2012,15:00,NONE,800 Block of MARKET ST
60514267,BURGLARY,"BURGLARY OF WAREHOUSE, FORCIBLE ENTRY",Friday,05/12/2006,16:30,NONE,1500 Block of BURKE AV
120937121,ASSAULT,THREATS AGAINST LIFE,Saturday,11/17/2012,23:00,NONE,100 Block of GIRARD ST
90792314,ASSAULT,BATTERY,Saturday,08/01/2009,17:00,NONE,OFARRELL ST / JONES ST
40586208,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,05/21/2004,12:00,NONE,500 Block of PENNSYLVANIA AV
130249029,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,03/26/2013,09:36,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST
60930419,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,08/26/2006,19:15,NONE,100 Block of VANNESS AV
71190008,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,11/19/2007,23:30,UNFOUNDED,300 Block of TOWNSEND ST
50233615,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,03/01/2005,07:33,"ARREST, BOOKED",15TH ST / JULIAN AV
110421322,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,05/24/2011,18:30,NONE,600 Block of VISITACION AV
91284493,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,12/13/2009,09:00,NONE,500 Block of STOCKTON ST
60997174,ASSAULT,BATTERY,Monday,09/18/2006,10:00,NONE,0 Block of CHUMASERO DR
100663534,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,07/20/2010,00:01,NONE,800 Block of FOERSTER ST
80857859,ASSAULT,BATTERY,Thursday,08/14/2008,19:50,NONE,300 Block of LAGUNAHONDA BL
51054979,FRAUD,"TRICK AND DEVICE, GRAND THEFT",Monday,09/19/2005,12:00,NONE,100 Block of TRUMBULL ST
40409133,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Friday,04/09/2004,06:00,NONE,500 Block of 3RD AV
60375069,ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,04/08/2006,00:40,NONE,4300 Block of 24TH ST
80550047,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,05/25/2008,20:30,UNFOUNDED,9TH ST / HARRISON ST
110226815,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,03/19/2011,03:10,"ARREST, CITED",16TH ST / MISSION ST
60897477,ASSAULT,BATTERY,Tuesday,08/22/2006,15:00,NONE,5TH ST / MISSION ST
101166228,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,12/18/2010,14:00,NONE,800 Block of BRYANT ST
100664407,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,07/20/2010,14:03,PSYCHOPATHIC CASE,1300 Block of MISSION ST
90884488,NON-CRIMINAL,LOST PROPERTY,Thursday,08/27/2009,06:30,NONE,600 Block of MORSE ST
30054209,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,01/13/2003,16:30,NONE,0 Block of HARRIET ST
120209378,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,03/12/2011,23:30,NONE,GRANDVIEW AV / ROMAIN ST
81050997,ASSAULT,ATTEMPTED SIMPLE ASSAULT,Friday,10/03/2008,20:21,NONE,900 Block of GEARY ST
30190063,ASSAULT,MAYHEM WITH A DEADLY WEAPON,Friday,02/14/2003,06:00,NONE,2800 Block of MISSION ST
71207324,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Wednesday,08/01/2007,13:00,NONE,1000 Block of POTRERO AV
80154417,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,02/07/2008,09:00,NONE,BUENAVISTAWEST AV / FREDERICK ST
130863209,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,10/11/2013,17:00,NONE,300 Block of BAY ST
106034567,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,03/26/2010,02:15,NONE,HARRISON ST / 3RD ST
100601051,ASSAULT,THREATS AGAINST LIFE,Wednesday,06/30/2010,11:28,NONE,800 Block of BRYANT ST
70839287,OTHER OFFENSES,PROBATION VIOLATION,Saturday,08/18/2007,06:40,"ARREST, BOOKED",200 Block of KEARNY ST
41167388,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,10/11/2004,22:30,NONE,JONES ST / SUTTER ST
86077441,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,10/26/2008,22:00,NONE,STEINER ST / GREEN ST
96089947,NON-CRIMINAL,LOST PROPERTY,Thursday,09/24/2009,17:30,NONE,500 Block of JOHNFKENNEDY DR
60233780,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,03/02/2006,03:15,NONE,CHESTNUT ST / MASON ST
110280617,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,04/06/2011,11:00,NONE,3800 Block of 18TH ST
50781131,LARCENY/THEFT,PETTY THEFT AUTO STRIP,Friday,07/08/2005,08:30,NONE,FULTON ST / 3RD AV
120668075,ASSAULT,BATTERY,Wednesday,08/22/2012,08:30,NONE,EDDY ST / LARKIN ST
50426694,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,04/16/2005,21:00,NONE,4TH ST / FOLSOM ST
130905823,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,10/25/2013,13:50,NONE,3400 Block of CALIFORNIA ST
176260009,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,10/10/2017,21:00,NONE,OSGOOD PL / PACIFIC AV
90057970,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/16/2009,17:30,NONE,BAY ST / KEARNY ST
30057485,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Tuesday,01/14/2003,23:47,"ARREST, BOOKED",6TH ST / JESSIE ST
120429639,ROBBERY,"ROBBERY, BODILY FORCE",Wednesday,05/30/2012,19:00,"ARREST, BOOKED",3300 Block of MISSION ST
90933427,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,09/08/2009,15:00,NONE,200 Block of UPPER TR
100378028,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,04/24/2010,08:21,"ARREST, CITED",0 Block of 6TH ST
110125182,NON-CRIMINAL,LOST PROPERTY,Thursday,02/10/2011,17:15,NONE,0 Block of PHELAN AV
90253413,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Tuesday,03/10/2009,13:07,"ARREST, BOOKED",1600 Block of PALOU AV
120490254,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,06/22/2012,13:00,"ARREST, CITED",6TH ST / MISSION ST
130602819,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,07/05/2013,15:30,PROSECUTED BY OUTSIDE AGENCY,1700 Block of DOLORES ST
136077054,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,05/03/2013,20:00,NONE,1000 Block of 14TH ST
90358574,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/06/2009,01:00,NONE,1700 Block of PALOU AV
100153228,ASSAULT,BATTERY,Monday,02/15/2010,16:23,"ARREST, BOOKED",1900 Block of MISSION ST
